,DBPath,correct_k,n_points,n_len1,n_len2,n_len3,n_len4,n_len5,n_len6,n_len7,KL,CH,Hartigan,CCC,Scott,Marriot,TrCovW,TraceW,Friedman,Rubin,Cindex,DB,Silhouette,Duda,PseudoT2,Beale,Ratkowsky,Ball,PtBiserial,Frey,McClain,Dunn,Hubert,SDindex,Dindex,SDbw
34,D:\Z - Saved SQL Databases\44OP-155245_BRIC_Region_12_ESC\JobDB.mdf,81,768,2,5,500,257,4,0,0,37,3,3,83,3,18,3,3,18,3,2,3,2,2,2,2,3,3,4,21,2,3,0,9,0,14
35,D:\Z - Saved SQL Databases\44OP-124719_TAMU_Library\JobDB.mdf,40,307,22,1,280,4,0,0,0,28,2,15,48,4,6,4,4,43,15,2,2,2,2,2,2,4,3,7,0,2,2,0,5,0,47
36,D:\Z - Saved SQL Databases\44OP-159998 Jamie\JobDB.mdf,47,433,70,5,285,73,0,0,0,39,8,8,55,4,4,3,8,54,39,4,5,2,2,2,2,6,3,9,44,2,10,0,9,0,31
37,D:\Z - Saved SQL Databases\44OP-150984_Cirrus_Research\JobDB.mdf,31,159,0,0,159,0,0,0,0,36,2,3,36,3,3,4,3,21,36,3,2,2,2,2,2,2,3,6,0,2,2,0,6,0,26
38,D:\Z - Saved SQL Databases\44OP-171481_100_Congress_Civitas\JobDB.mdf,3,24,0,0,0,24,0,0,0,10,10,3,10,3,3,3,3,11,10,11,7,3,2,2,2,3,3,4,0,2,6,0,4,0,11
39,D:\Z - Saved SQL Databases\44OP-127929_Baylor_Planters_House\JobDB.mdf,1,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,D:\Z - Saved SQL Databases\44OP-168489_Baylor_Fast_Forward\JobDB.mdf,123,716,33,35,241,399,8,0,0,53,21,9,93,9,9,9,9,9,21,131,4,2,2,2,2,15,3,7,8,2,3,0,5,0,131
41,D:\Z - Saved SQL Databases\44OP-117216_UMHB_Stadium\JobDB.mdf,75,409,1,1,328,79,0,0,0,66,2,5,82,3,5,3,5,5,5,2,2,2,2,2,2,4,3,4,43,2,4,0,8,0,38
42,D:\Z - Saved SQL Databases\44OP-148606_BU_RANEY_SMITH\JobDB.mdf,15,50,0,0,11,39,0,0,0,8,8,6,8,3,3,4,5,23,8,23,6,5,2,2,2,4,3,6,1,2,6,0,6,0,10
43,D:\Z - Saved SQL Databases\44OP-170006_TXSU_Jones_Dining_Hall_Reno\JobDB.mdf,39,152,0,4,147,1,0,0,0,12,47,12,47,12,12,5,12,46,12,47,2,2,2,2,2,5,3,21,0,2,25,0,20,0,41
44,D:\Z - Saved SQL Databases\44OP-169562_Prudential_Overall_Supply\JobDB.mdf,1,307,307,0,0,0,0,0,0,6,4,4,5,3,3,3,3,3,4,2,3,2,2,2,2,3,3,4,0,2,4,0,3,0,9
45,D:\Z - Saved SQL Databases\44OP-158160_Baylor_Armstrong_Browning_AHU\JobDB.mdf,2,35,13,0,22,0,0,0,0,5,10,5,10,3,3,3,3,9,5,3,5,5,2,2,2,6,3,5,0,2,5,0,5,0,10
46,D:\Z - Saved SQL Databases\44OP-167838_Baylor_Athletic_Nutrition\JobDB.mdf,25,34,0,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,D:\Z - Saved SQL Databases\44OP-159356_TSC_ITECC\JobDB.mdf,4,30,0,0,0,30,0,0,0,5,5,5,5,5,3,3,4,5,5,12,5,5,2,2,2,4,3,5,1,2,5,0,5,0,8
48,D:\Z - Saved SQL Databases\44OP-145864_SDMC_32nd_AHU_Replacement\JobDB.mdf,3,58,0,0,0,58,0,0,0,7,2,3,2,3,6,3,3,5,7,11,11,2,2,2,2,4,3,9,1,2,10,0,9,0,11
49,D:\Z - Saved SQL Databases\44OP-138488_TFC_LBJ_DMP_Phase_1\JobDB.mdf,16,312,0,0,312,0,0,0,0,15,9,9,24,3,4,3,3,15,9,2,3,3,2,2,2,6,3,8,0,2,6,0,6,0,12
50,D:\Z - Saved SQL Databases\44OP-167901_Intel_AN4_3B\JobDB.mdf,4,44,0,0,0,40,4,0,0,11,11,11,11,5,3,3,6,7,11,12,12,2,2,2,2,3,3,8,0,2,11,0,5,0,12
51,D:\Z - Saved SQL Databases\44OP-123360_S&W_POB\JobDB.mdf,18,179,0,2,177,0,0,0,0,19,11,11,24,6,6,3,11,10,11,2,2,2,2,2,2,5,3,10,0,2,8,0,8,0,9
52,D:\Z - Saved SQL Databases\44OP-087407_UT_LIBERAL_ARTS\JobDB.mdf,23,430,0,4,370,56,0,0,0,12,2,4,31,4,4,3,4,31,22,2,2,2,2,2,2,4,3,4,0,2,4,0,4,0,8
53,D:\Z - Saved SQL Databases\44OP-150580_NEC_Lakeline\JobDB.mdf,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,D:\Z - Saved SQL Databases\44OP-124807_TFC_Moreton\JobDB.mdf,34,308,0,3,298,7,0,0,0,14,19,19,42,3,10,3,14,17,19,4,3,2,2,2,2,6,3,18,0,2,2,0,11,0,41
55,D:\Z - Saved SQL Databases\44OP-159991 Neighbors\JobDB.mdf,6,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,D:\Z - Saved SQL Databases\44OP-169908_Seton_HL_New_OA_Units\JobDB.mdf,2,30,0,0,30,0,0,0,0,10,2,4,10,6,4,5,3,6,3,10,6,6,2,2,2,5,3,7,0,2,7,0,6,0,8
57,D:\Z - Saved SQL Databases\44OP-152078_AT&T_LABS MBC\JobDB.mdf,85,528,209,276,14,22,4,1,2,58,2,18,52,19,19,3,3,19,46,93,2,2,2,2,2,3,3,2,19,2,2,0,9,0,18
58,D:\Z - Saved SQL Databases\44OP-167361_TFC_ DSHS_Fast_Forward\JobDB.mdf,16,42,0,0,28,12,2,0,0,17,23,3,19,8,3,3,3,23,17,24,9,3,2,2,2,4,3,9,1,2,9,0,9,0,16
59,D:\Z - Saved SQL Databases\44OP-102233_Seton_HL_Chiller\JobDB.mdf,2,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,D:\Z - Saved SQL Databases\44OP-168475_UT_Townes_Hall_HVAC_Proj_Ph_2\JobDB.mdf,7,108,0,0,92,16,0,0,0,15,15,15,15,6,3,3,3,13,3,13,15,12,2,2,2,7,3,13,1,2,15,0,7,0,15
61,D:\Z - Saved SQL Databases\44OP-150108_TAMUHSC_MRB_MBC_FF\JobDB.mdf,40,435,412,9,14,0,0,0,0,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,3,3,10,2,3,0,3,0,8
62,D:\Z - Saved SQL Databases\44OP-146257_Baylor_Track\JobDB.mdf,27,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,D:\Z - Saved SQL Databases\44OP-149430-TFC_JHW_Monitor_DC\JobDB.mdf,86,295,10,0,87,175,23,0,0,33,2,3,94,3,3,3,3,55,3,94,2,2,2,2,2,2,3,3,58,2,2,0,4,0,54
64,D:\Z - Saved SQL Databases\44OP-154286_Intel_AN4_Data_Center\JobDB.mdf,29,66,0,0,18,43,5,0,0,7,7,6,2,6,6,4,6,36,17,37,2,2,2,2,2,7,3,2,3,2,36,0,2,0,37
65,D:\Z - Saved SQL Databases\44OP-166628_Baylor_BRIC_Dr_Birkeland\JobDB.mdf,3,58,0,0,47,11,0,0,0,2,10,5,3,6,6,3,3,6,3,11,2,2,2,2,2,7,3,11,2,2,10,0,2,0,11
66,D:\Z - Saved SQL Databases\44OP-170871_SDMC_MRI_Addition\JobDB.mdf,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,D:\Z - Saved SQL Databases\44OP-147230_TFC_WBT_and_SFA\JobDB.mdf,66,272,2,1,260,9,0,0,0,10,2,17,74,4,4,3,17,72,72,2,2,2,2,2,2,2,3,2,0,2,2,0,9,0,68
68,D:\Z - Saved SQL Databases\44OP-159849 UT EERC-ECJ 2nd Flr\JobDB.mdf,39,61,0,0,61,0,0,0,0,9,9,6,2,45,6,5,6,45,38,47,47,47,2,2,2,6,3,10,3,2,40,0,3,0,47
69,D:\Z - Saved SQL Databases\44OP-151233_SAMC_Pharmacy_Reno\JobDB.mdf,8,32,1,0,0,31,0,0,0,3,6,3,9,3,3,3,3,16,9,16,3,3,2,2,2,3,3,3,1,2,3,0,3,0,15
70,D:\Z - Saved SQL Databases\44OP-159998CHASE\JobDB.mdf,69,225,27,18,141,22,4,11,2,13,72,33,72,6,6,6,6,72,69,3,11,2,2,2,2,6,3,13,0,2,11,0,11,0,77
71,D:\Z - Saved SQL Databases\44OP-075294 SAMC New Const Ph 3 4 5\JobDB.mdf,4,138,0,0,0,138,0,0,0,3,3,3,12,3,3,3,3,3,3,2,3,2,2,2,2,4,3,8,0,2,3,0,3,0,12
72,D:\Z - Saved SQL Databases\44OP-080108_Austin_Treasury\JobDB.mdf,7,102,14,0,88,0,0,0,0,2,4,4,3,3,4,3,4,3,10,13,15,2,2,2,2,4,3,8,2,2,14,0,14,0,15
73,D:\Z - Saved SQL Databases\44OP-148387_BU_FORMAN_LAB\JobDB.mdf,6,40,0,0,22,18,0,0,0,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,3,3,3,1,3,3,0,3,0,14
74,D:\Z - Saved SQL Databases\44OP-154681_Baylor_BRIC_OAHU_E2\JobDB.mdf,87,816,2,5,529,276,4,0,0,70,2,19,95,17,17,3,3,18,19,95,2,2,2,2,2,3,3,3,17,2,3,0,13,0,13
75,D:\Z - Saved SQL Databases\44OP-120702_Seton_HL_Nuclear\JobDB.mdf,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,D:\Z - Saved SQL Databases\44OP-112425_East_Village_North\JobDB.mdf,27,151,0,2,133,16,0,0,0,11,9,5,35,4,4,3,5,35,29,3,5,4,2,2,2,5,3,5,0,2,5,0,5,0,21
77,D:\Z - Saved SQL Databases\44OP-159849 EERC\JobDB.mdf,290,2294,0,1,968,1149,124,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,D:\Z - Saved SQL Databases\44OP-162206_MCC_CSC_Module_E_Chiller\JobDB.mdf,2,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,D:\Z - Saved SQL Databases\44OP-135704_BU_South_Russell\JobDB.mdf,24,156,0,5,150,1,0,0,0,9,7,7,30,7,7,7,7,9,30,4,2,2,2,2,2,7,3,16,0,2,2,0,5,0,31
80,D:\Z - Saved SQL Databases\44OP-129261_100_Congress_Central_Plant_Upgrade\JobDB.mdf,31,269,108,1,0,152,8,0,0,12,7,6,36,5,3,4,6,5,24,3,6,2,2,2,2,4,3,7,0,2,6,0,6,0,22
81,D:\Z - Saved SQL Databases\44OP-159849 EERC-CHASE\JobDB.mdf,5,3266,0,18,1519,1286,310,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,D:\Z - Saved SQL Databases\44OP-162224_MCC_CSC_Module_A_RTU\JobDB.mdf,11,193,0,0,173,20,0,0,0,12,4,4,18,3,4,3,4,3,15,2,3,2,2,2,2,4,3,6,0,2,2,0,4,0,14
83,D:\Z - Saved SQL Databases\44OP-171494_Baylor_BRIC_Dr_Rylander\JobDB.mdf,157,7904,771,89,4125,2671,218,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,D:\Z - Saved SQL Databases\44OP-106650_SETON_NW_OR\JobDB.mdf,9,88,0,0,86,2,0,0,0,6,5,7,3,3,5,3,3,3,13,17,17,17,2,2,2,5,3,10,1,2,13,0,12,0,17
85,D:\Z - Saved SQL Databases\44OP-156522_TxDOT_Acid_Hood\JobDB.mdf,35,77,0,0,0,40,37,0,0,3,3,3,3,3,3,3,3,40,3,43,3,2,2,2,2,3,3,3,8,2,3,0,3,0,43
86,D:\Z - Saved SQL Databases\44OP-159998 HMSL Expansion BP1\JobDB.mdf,41,433,70,5,285,73,0,0,0,42,2,13,49,4,6,3,6,40,44,2,2,2,2,2,2,6,3,13,44,2,2,0,11,0,37
87,D:\Z - Saved SQL Databases\44OP-166320_TXSU_MSH\JobDB.mdf,32,257,0,2,249,6,0,0,0,7,2,23,35,4,4,3,7,30,23,2,2,2,2,2,2,4,3,16,0,2,2,0,10,0,16
88,D:\Z - Saved SQL Databases\44OP-164908_UT_Dell_Medical_School_Research_Building\JobDB.mdf,37,241,0,0,149,62,30,0,0,6,3,3,38,3,6,3,3,14,36,2,3,2,2,2,2,6,3,15,0,2,3,0,5,0,41
89,D:\Z - Saved SQL Databases\44OP-156536_BU_North_Russell\JobDB.mdf,42,197,0,5,192,0,0,0,0,14,4,4,50,4,4,3,4,48,48,2,3,2,2,2,2,7,3,7,0,2,4,0,9,0,37
90,D:\Z - Saved SQL Databases\44OP-140409_SAMC_BMT_Oncology\JobDB.mdf,7,81,0,0,0,81,0,0,0,3,3,3,3,3,3,3,3,15,3,15,14,15,2,2,2,6,3,10,1,2,14,0,12,0,15
91,D:\Z - Saved SQL Databases\44OP-148596_UT_Townes_Hall\JobDB.mdf,17,150,0,2,145,3,0,0,0,2,18,8,23,3,6,3,6,15,18,2,14,2,2,2,2,6,3,13,0,2,2,0,9,0,14
92,D:\Z - Saved SQL Databases\44OP-170036_UT_Townes_Hall_HVAC_Proj_Ph_2\JobDB.mdf,8,96,0,0,88,8,0,0,0,16,14,7,2,9,9,9,9,9,10,16,7,2,2,2,2,12,3,7,1,2,16,0,7,0,7
93,D:\Z - Saved SQL Databases\44OP-149635_Baylor_Migrations\JobDB.mdf,16,90,0,1,70,19,0,0,0,7,12,4,2,5,5,3,5,5,12,24,2,2,2,2,2,12,3,3,4,2,3,0,3,0,4
94,D:\Z - Saved SQL Databases\44OP-136475_UT_HRC\JobDB.mdf,31,190,0,0,178,12,0,0,0,18,2,18,30,8,8,3,4,30,18,2,2,2,2,2,2,5,3,13,0,2,2,0,8,0,34
95,D:\Z - Saved SQL Databases\44OP-167712_Block_23_Greenwater_Office_Bldg\JobDB.mdf,64,368,1,2,342,19,4,0,0,66,3,3,71,4,4,3,3,68,66,2,3,2,2,2,2,6,3,15,70,2,3,0,15,0,22
96,D:\Z - Saved SQL Databases\44OP-159393_SDMC_32nd_PH_5\JobDB.mdf,1,27,0,0,27,0,0,0,0,3,9,3,9,3,3,3,3,8,3,2,3,3,2,2,2,3,3,3,1,2,3,0,3,0,9
97,D:\Z - Saved SQL Databases\44OP-138815_TXSU_CoGen_Plant_BAS_Mods\JobDB.mdf,61,445,0,4,388,48,5,0,0,16,3,3,67,3,8,3,3,67,64,2,2,2,3,3,2,3,3,17,0,2,10,0,12,0,21
98,D:\Z - Saved SQL Databases\44OP-127491_MCC_CSC_BLDG_F\JobDB.mdf,6,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,D:\Z - Saved SQL Databases\44OP-132975_TFC_Rudder_Building\JobDB.mdf,13,107,0,2,104,1,0,0,0,16,16,5,2,6,6,6,8,8,16,21,2,2,2,2,2,10,3,5,5,2,20,0,5,0,5
100,D:\Z - Saved SQL Databases\44OP-150007_Cirrus_Logic_Ph2\JobDB.mdf,12,48,0,2,35,11,0,0,0,20,16,8,14,3,3,3,3,20,12,6,8,7,2,2,2,3,3,7,0,2,8,0,7,0,15
101,D:\Z - Saved SQL Databases\44OP-181789_TXSU_MCS\JobDB.mdf,7,166,0,2,45,119,0,0,0,7,7,7,15,3,3,3,3,13,13,4,2,2,2,2,2,7,3,14,0,2,2,0,2,0,15
102,D:\Z - Saved SQL Databases\44OP-198461_TXSU_Lantana CHW\JobDB.mdf,4,17,0,0,2,15,0,0,0,3,9,3,5,3,3,3,3,8,9,2,3,3,2,2,2,5,3,3,0,2,3,0,3,0,12
103,D:\Z - Saved SQL Databases\44OP-197274_TXSU_Ag_Bldg\JobDB.mdf,2,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,D:\Z - Saved SQL Databases\44OP-181323_Sabinal_Renovation\JobDB.mdf,12,146,0,2,54,90,0,0,0,7,13,7,13,7,3,3,3,7,15,3,7,7,3,3,3,5,3,7,3,2,7,0,7,0,19
105,D:\Z - Saved SQL Databases\44OP-176407_TFC_DSHS_LAB_MBC_29_VFDS_AHU_2\JobDB.mdf,15,115,0,0,19,88,8,0,0,15,15,10,2,9,10,7,10,14,10,23,3,2,2,2,2,10,3,5,1,2,4,0,4,0,6
106,D:\Z - Saved SQL Databases\44OP-179696_TXSU_Star_One_Addition\JobDB.mdf,45,95,0,0,94,1,0,0,0,12,3,3,3,3,3,3,3,46,3,53,3,2,2,2,2,3,3,3,8,2,3,0,3,0,6
107,D:\Z - Saved SQL Databases\44OP-173327_Baylor_Memorial_Dorm_Dining_Hall\JobDB.mdf,10,115,0,0,87,28,0,0,0,3,18,3,18,3,3,3,3,18,17,2,3,3,2,2,2,3,3,3,0,2,3,0,3,0,11
108,D:\Z - Saved SQL Databases\44OP-185054_Baylor_Old_Main\JobDB.mdf,5,126,0,0,49,77,0,0,0,6,13,7,13,3,3,4,4,11,11,3,11,2,2,2,2,3,3,10,0,2,2,0,3,0,13
109,D:\Z - Saved SQL Databases\44OP-176715_Seton\JobDB.mdf,807,807,0,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,D:\Z - Saved SQL Databases\44OP-178936_ACC_Bond_Service_Center_Controls\JobDB.mdf,9,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,D:\Z - Saved SQL Databases\44OP-172850_RRMC_Hybrid_OR\JobDB.mdf,2,14,0,0,0,14,0,0,0,3,3,3,3,5,3,3,3,10,3,2,3,2,2,2,2,3,3,3,9,2,3,0,3,0,10
112,D:\Z - Saved SQL Databases\44OP-196125_TXSU_Strahan_AHU11\JobDB.mdf,1,29,0,0,16,13,0,0,0,4,9,3,9,3,3,3,3,9,4,2,3,3,2,2,2,4,3,3,1,2,3,0,3,0,9
113,D:\Z - Saved SQL Databases\44OP-208597_ACC_Leander_Campus\JobDB.mdf,152,719,0,0,0,622,97,0,0,17,2,16,99,17,17,3,3,24,17,160,2,2,2,2,2,6,3,3,19,2,2,0,9,0,13
114,D:\Z - Saved SQL Databases\44OP-186227_Baylor_Hankamer\JobDB.mdf,37,232,0,2,218,12,0,0,0,35,5,5,40,5,5,3,3,21,35,2,2,2,3,3,2,5,3,10,0,2,2,0,10,0,45
115,D:\Z - Saved SQL Databases\44OP-195316_SAMC_3rd Floor PH_2_Renovation\JobDB.mdf,9,59,0,1,7,41,10,0,0,5,8,4,2,5,5,5,5,17,5,17,2,2,2,2,2,5,3,4,5,2,2,0,4,0,4
