,DBPath,correct_k,n_points,n_len1,n_len2,n_len3,n_len4,n_len5,n_len6,n_len7,KL,CH,Hartigan,CCC,Scott,Marriot,TrCovW,TraceW,Friedman,Rubin,Cindex,DB,Silhouette,Duda,PseudoT2,Beale,Ratkowsky,Ball,PtBiserial,Frey,McClain,Dunn,Hubert,SDindex,Dindex,SDbw
73,D:\Z - Saved SQL Databases\44OP-148387_BU_FORMAN_LAB\JobDB.mdf,6.0,40.0,0.0,0.0,22.0,18.0,0.0,0.0,0.0,13.0,9.0,4.0,12.0,3.0,3.0,3.0,4.0,12.0,13.0,14.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,7.0,0.0,2.0,2.0,0.0,6.0,0.0,11.0
74,D:\Z - Saved SQL Databases\44OP-154681_Baylor_BRIC_OAHU_E2\JobDB.mdf,87.0,816.0,2.0,5.0,529.0,276.0,4.0,0.0,0.0,76.0,37.0,15.0,95.0,17.0,16.0,17.0,20.0,17.0,20.0,95.0,2.0,2.0,2.0,2.0,2.0,20.0,3.0,5.0,16.0,2.0,5.0,0.0,5.0,0.0,94.0
75,D:\Z - Saved SQL Databases\44OP-120702_Seton_HL_Nuclear\JobDB.mdf,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,D:\Z - Saved SQL Databases\44OP-112425_East_Village_North\JobDB.mdf,27.0,151.0,0.0,2.0,133.0,16.0,0.0,0.0,0.0,8.0,17.0,17.0,34.0,17.0,8.0,5.0,17.0,17.0,17.0,13.0,2.0,2.0,2.0,2.0,2.0,8.0,3.0,17.0,0.0,2.0,2.0,0.0,15.0,0.0,32.0
77,D:\Z - Saved SQL Databases\44OP-159849 EERC\JobDB.mdf,290.0,2294.0,0.0,1.0,968.0,1149.0,124.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,D:\Z - Saved SQL Databases\44OP-162206_MCC_CSC_Module_E_Chiller\JobDB.mdf,2.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,D:\Z - Saved SQL Databases\44OP-135704_BU_South_Russell\JobDB.mdf,24.0,156.0,0.0,5.0,150.0,1.0,0.0,0.0,0.0,2.0,16.0,4.0,29.0,6.0,6.0,5.0,5.0,24.0,24.0,6.0,2.0,2.0,2.0,2.0,2.0,7.0,3.0,12.0,0.0,2.0,2.0,0.0,11.0,0.0,32.0
80,D:\Z - Saved SQL Databases\44OP-129261_100_Congress_Central_Plant_Upgrade\JobDB.mdf,31.0,269.0,108.0,1.0,0.0,152.0,8.0,0.0,0.0,22.0,4.0,12.0,39.0,4.0,4.0,3.0,4.0,30.0,35.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,3.0,14.0,0.0,2.0,4.0,0.0,9.0,0.0,29.0
81,D:\Z - Saved SQL Databases\44OP-159849 EERC-CHASE\JobDB.mdf,5.0,3266.0,0.0,18.0,1519.0,1286.0,310.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,D:\Z - Saved SQL Databases\44OP-162224_MCC_CSC_Module_A_RTU\JobDB.mdf,11.0,193.0,0.0,0.0,173.0,20.0,0.0,0.0,0.0,5.0,3.0,3.0,19.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,0.0,3.0,0.0,12.0
83,D:\Z - Saved SQL Databases\44OP-171494_Baylor_BRIC_Dr_Rylander\JobDB.mdf,157.0,7904.0,771.0,89.0,4125.0,2671.0,218.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,D:\Z - Saved SQL Databases\44OP-106650_SETON_NW_OR\JobDB.mdf,9.0,88.0,0.0,0.0,86.0,2.0,0.0,0.0,0.0,2.0,5.0,10.0,14.0,3.0,9.0,3.0,3.0,9.0,9.0,17.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,12.0,2.0,2.0,14.0,0.0,2.0,0.0,17.0
85,D:\Z - Saved SQL Databases\44OP-156522_TxDOT_Acid_Hood\JobDB.mdf,35.0,77.0,0.0,0.0,0.0,40.0,37.0,0.0,0.0,9.0,3.0,3.0,15.0,3.0,3.0,3.0,3.0,39.0,3.0,43.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,6.0,2.0,3.0,0.0,3.0,0.0,43.0
86,D:\Z - Saved SQL Databases\44OP-159998 HMSL Expansion BP1\JobDB.mdf,41.0,433.0,70.0,5.0,285.0,73.0,0.0,0.0,0.0,3.0,3.0,3.0,48.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,40.0,2.0,3.0,0.0,8.0,0.0,37.0
87,D:\Z - Saved SQL Databases\44OP-166320_TXSU_MSH\JobDB.mdf,32.0,257.0,0.0,2.0,249.0,6.0,0.0,0.0,0.0,31.0,2.0,14.0,37.0,14.0,14.0,3.0,14.0,14.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,17.0,0.0,2.0,2.0,0.0,6.0,0.0,40.0
88,D:\Z - Saved SQL Databases\44OP-164908_UT_Dell_Medical_School_Research_Building\JobDB.mdf,37.0,241.0,0.0,0.0,149.0,62.0,30.0,0.0,0.0,10.0,2.0,32.0,41.0,32.0,10.0,9.0,10.0,41.0,41.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,3.0,23.0,0.0,2.0,3.0,0.0,8.0,0.0,42.0
89,D:\Z - Saved SQL Databases\44OP-156536_BU_North_Russell\JobDB.mdf,42.0,197.0,0.0,5.0,192.0,0.0,0.0,0.0,0.0,41.0,3.0,3.0,50.0,3.0,3.0,3.0,3.0,50.0,43.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,9.0,1.0,2.0,3.0,0.0,9.0,0.0,15.0
90,D:\Z - Saved SQL Databases\44OP-140409_SAMC_BMT_Oncology\JobDB.mdf,7.0,81.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,3.0,2.0,5.0,2.0,7.0,5.0,5.0,5.0,7.0,5.0,8.0,15.0,2.0,2.0,2.0,2.0,5.0,3.0,9.0,1.0,2.0,15.0,0.0,15.0,0.0,15.0
91,D:\Z - Saved SQL Databases\44OP-148596_UT_Townes_Hall\JobDB.mdf,17.0,150.0,0.0,2.0,145.0,3.0,0.0,0.0,0.0,6.0,6.0,7.0,23.0,5.0,6.0,3.0,6.0,17.0,17.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,10.0,0.0,2.0,13.0,0.0,12.0,0.0,16.0
92,D:\Z - Saved SQL Databases\44OP-170036_UT_Townes_Hall_HVAC_Proj_Ph_2\JobDB.mdf,8.0,96.0,0.0,0.0,88.0,8.0,0.0,0.0,0.0,10.0,16.0,10.0,2.0,9.0,10.0,8.0,10.0,10.0,10.0,16.0,2.0,2.0,2.0,2.0,2.0,10.0,3.0,7.0,8.0,2.0,16.0,0.0,7.0,0.0,7.0
93,D:\Z - Saved SQL Databases\44OP-149635_Baylor_Migrations\JobDB.mdf,16.0,90.0,0.0,1.0,70.0,19.0,0.0,0.0,0.0,15.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,24.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,7.0,2.0,3.0,0.0,3.0,0.0,4.0
94,D:\Z - Saved SQL Databases\44OP-136475_UT_HRC\JobDB.mdf,31.0,190.0,0.0,0.0,178.0,12.0,0.0,0.0,0.0,3.0,3.0,3.0,39.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,0.0,3.0,0.0,20.0
95,D:\Z - Saved SQL Databases\44OP-167712_Block_23_Greenwater_Office_Bldg\JobDB.mdf,64.0,368.0,1.0,2.0,342.0,19.0,4.0,0.0,0.0,53.0,5.0,5.0,72.0,3.0,3.0,3.0,5.0,57.0,55.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,13.0,59.0,2.0,3.0,0.0,16.0,0.0,52.0
96,D:\Z - Saved SQL Databases\44OP-159393_SDMC_32nd_PH_5\JobDB.mdf,1.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,0.0,3.0,0.0,6.0
97,D:\Z - Saved SQL Databases\44OP-138815_TXSU_CoGen_Plant_BAS_Mods\JobDB.mdf,61.0,445.0,0.0,4.0,388.0,48.0,5.0,0.0,0.0,30.0,10.0,23.0,67.0,8.0,8.0,4.0,23.0,17.0,67.0,3.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,27.0,0.0,2.0,5.0,0.0,5.0,0.0,66.0
98,D:\Z - Saved SQL Databases\44OP-127491_MCC_CSC_BLDG_F\JobDB.mdf,6.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,D:\Z - Saved SQL Databases\44OP-132975_TFC_Rudder_Building\JobDB.mdf,13.0,107.0,0.0,2.0,104.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,17.0,7.0,3.0,3.0,3.0,7.0,3.0,21.0,2.0,2.0,2.0,2.0,2.0,9.0,3.0,3.0,6.0,2.0,3.0,0.0,3.0,0.0,4.0
100,D:\Z - Saved SQL Databases\44OP-150007_Cirrus_Logic_Ph2\JobDB.mdf,12.0,48.0,0.0,2.0,35.0,11.0,0.0,0.0,0.0,3.0,13.0,3.0,13.0,3.0,3.0,3.0,3.0,20.0,13.0,20.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,0.0,5.0,0.0,12.0
101,D:\Z - Saved SQL Databases\44OP-181789_TXSU_MCS\JobDB.mdf,7.0,166.0,0.0,2.0,45.0,119.0,0.0,0.0,0.0,3.0,2.0,3.0,15.0,3.0,4.0,3.0,3.0,11.0,13.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,7.0,0.0,2.0,2.0,0.0,3.0,0.0,12.0
102,D:\Z - Saved SQL Databases\44OP-198461_TXSU_Lantana CHW\JobDB.mdf,4.0,17.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,6.0,12.0,5.0,7.0,11.0,3.0,4.0,4.0,12.0,7.0,5.0,9.0,9.0,2.0,2.0,2.0,6.0,3.0,4.0,2.0,2.0,12.0,0.0,4.0,0.0,10.0
103,D:\Z - Saved SQL Databases\44OP-197274_TXSU_Ag_Bldg\JobDB.mdf,2.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,D:\Z - Saved SQL Databases\44OP-181323_Sabinal_Renovation\JobDB.mdf,12.0,146.0,0.0,2.0,54.0,90.0,0.0,0.0,0.0,11.0,2.0,3.0,17.0,3.0,3.0,3.0,3.0,6.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,0.0,2.0,2.0,0.0,6.0,0.0,13.0
105,D:\Z - Saved SQL Databases\44OP-176407_TFC_DSHS_LAB_MBC_29_VFDS_AHU_2\JobDB.mdf,15.0,115.0,0.0,0.0,19.0,88.0,8.0,0.0,0.0,19.0,19.0,9.0,2.0,10.0,10.0,10.0,10.0,10.0,19.0,23.0,2.0,2.0,2.0,2.0,2.0,14.0,3.0,8.0,9.0,2.0,2.0,0.0,6.0,0.0,7.0
106,D:\Z - Saved SQL Databases\44OP-179696_TXSU_Star_One_Addition\JobDB.mdf,45.0,95.0,0.0,0.0,94.0,1.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,47.0,3.0,53.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,0.0,3.0,0.0,53.0
107,D:\Z - Saved SQL Databases\44OP-173327_Baylor_Memorial_Dorm_Dining_Hall\JobDB.mdf,10.0,115.0,0.0,0.0,87.0,28.0,0.0,0.0,0.0,5.0,18.0,5.0,18.0,4.0,3.0,3.0,3.0,15.0,16.0,2.0,5.0,3.0,2.0,2.0,2.0,4.0,3.0,5.0,0.0,2.0,5.0,0.0,5.0,0.0,18.0
108,D:\Z - Saved SQL Databases\44OP-185054_Baylor_Old_Main\JobDB.mdf,5.0,126.0,0.0,0.0,49.0,77.0,0.0,0.0,0.0,7.0,2.0,13.0,7.0,5.0,5.0,3.0,5.0,5.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,6.0,0.0,2.0,5.0,0.0,5.0,0.0,10.0
109,D:\Z - Saved SQL Databases\44OP-176715_Seton\JobDB.mdf,807.0,807.0,0.0,0.0,807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,D:\Z - Saved SQL Databases\44OP-178936_ACC_Bond_Service_Center_Controls\JobDB.mdf,9.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,D:\Z - Saved SQL Databases\44OP-172850_RRMC_Hybrid_OR\JobDB.mdf,2.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,3.0,3.0,5.0,10.0,3.0,3.0,3.0,10.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,8.0,2.0,3.0,0.0,3.0,0.0,10.0
112,D:\Z - Saved SQL Databases\44OP-196125_TXSU_Strahan_AHU11\JobDB.mdf,1.0,29.0,0.0,0.0,16.0,13.0,0.0,0.0,0.0,5.0,9.0,5.0,9.0,3.0,3.0,3.0,5.0,8.0,6.0,3.0,8.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,0.0,2.0,2.0,0.0,4.0,0.0,9.0
113,D:\Z - Saved SQL Databases\44OP-208597_ACC_Leander_Campus\JobDB.mdf,152.0,719.0,0.0,0.0,0.0,622.0,97.0,0.0,0.0,25.0,2.0,12.0,98.0,13.0,13.0,13.0,13.0,13.0,13.0,160.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,13.0,2.0,4.0,0.0,4.0,0.0,12.0
114,D:\Z - Saved SQL Databases\44OP-186227_Baylor_Hankamer\JobDB.mdf,37.0,232.0,0.0,2.0,218.0,12.0,0.0,0.0,0.0,18.0,3.0,3.0,44.0,3.0,3.0,3.0,3.0,14.0,18.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,0.0,2.0,4.0,0.0,5.0,0.0,39.0
115,D:\Z - Saved SQL Databases\44OP-195316_SAMC_3rd Floor PH_2_Renovation\JobDB.mdf,9.0,59.0,0.0,1.0,7.0,41.0,10.0,0.0,0.0,11.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,8.0,5.0,17.0,17.0,15.0,2.0,2.0,2.0,5.0,3.0,10.0,4.0,2.0,15.0,0.0,4.0,0.0,17.0
116,D:\Z - Saved SQL Databases\44OP-209545_TFC_LBJ_AHU_Repl_DM2016\JobDB.mdf,46.0,723.0,0.0,2.0,663.0,58.0,0.0,0.0,0.0,22.0,14.0,5.0,34.0,6.0,6.0,6.0,6.0,6.0,6.0,54.0,2.0,2.0,2.0,2.0,2.0,12.0,3.0,10.0,5.0,2.0,2.0,0.0,5.0,0.0,4.0
117,D:\Z - Saved SQL Databases\44OP-176796_Solarwinds_Ph_2\JobDB.mdf,4.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,3.0,12.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,8.0,2.0,3.0,0.0,3.0,0.0,4.0
118,D:\Z - Saved SQL Databases\44OP-183291_SAMC_Flr_3_Reno_Ph_1\JobDB.mdf,8.0,52.0,0.0,1.0,2.0,39.0,10.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,16.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,13.0,2.0,3.0,0.0,3.0,0.0,3.0
119,D:\Z - Saved SQL Databases\44OP-190047_TFC_Hobby\JobDB.mdf,24.0,167.0,0.0,0.0,4.0,151.0,12.0,0.0,0.0,5.0,5.0,5.0,30.0,4.0,4.0,3.0,5.0,4.0,30.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,0.0,2.0,5.0,0.0,5.0,0.0,32.0
120,D:\Z - Saved SQL Databases\44OP-175920_UT_BME_Dr_Peppas_Lab\JobDB.mdf,52.0,157.0,0.0,0.0,56.0,99.0,2.0,0.0,0.0,8.0,3.0,3.0,60.0,3.0,3.0,3.0,3.0,50.0,50.0,60.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,9.0,58.0,2.0,2.0,0.0,9.0,0.0,59.0
121,D:\Z - Saved SQL Databases\44OP-207960_TXSU_LBJ_Student_Center_Reno\JobDB.mdf,104.0,1533.0,1.0,4.0,1176.0,349.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,D:\Z - Saved SQL Databases\44OP-199631_TXSU_Retama_Hall_Reno\JobDB.mdf,23.0,116.0,0.0,0.0,110.0,6.0,0.0,0.0,0.0,3.0,30.0,3.0,30.0,3.0,3.0,3.0,3.0,28.0,27.0,2.0,9.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,0.0,7.0,0.0,25.0
123,D:\Z - Saved SQL Databases\44OP-210011_BRIC_Dr_Kim_Clean_Rm\JobDB.mdf,11.0,130.0,0.0,0.0,105.0,25.0,0.0,0.0,0.0,17.0,12.0,3.0,19.0,3.0,3.0,3.0,3.0,19.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,0.0,6.0,0.0,14.0
124,D:\Z - Saved SQL Databases\44OP-194853_MCC_Highland_Gym\JobDB.mdf,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,D:\Z - Saved SQL Databases\44OP-197274 TXSU Ag Bldg Rm 225\JobDB.mdf,2.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,D:\Z - Saved SQL Databases\44OP-173377_TFC_IAQ_P35-E\JobDB.mdf,12.0,33.0,0.0,0.0,9.0,24.0,0.0,0.0,0.0,4.0,20.0,3.0,18.0,3.0,3.0,3.0,3.0,18.0,9.0,20.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,0.0,2.0,3.0,0.0,3.0,0.0,20.0
127,D:\Z - Saved SQL Databases\44OP-175775_CCMC_Doctors_Regional\JobDB.mdf,6.0,133.0,0.0,115.0,18.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,13.0,3.0,3.0,3.0,3.0,11.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,0.0,3.0,0.0,14.0
128,D:\Z - Saved SQL Databases\44OP-173466_TFC_IAQ_DSHS_DHT\JobDB.mdf,5.0,39.0,0.0,0.0,3.0,36.0,0.0,0.0,0.0,3.0,9.0,3.0,3.0,7.0,7.0,3.0,3.0,7.0,3.0,13.0,2.0,2.0,2.0,2.0,2.0,8.0,3.0,3.0,6.0,2.0,11.0,0.0,4.0,0.0,5.0
129,D:\Z - Saved SQL Databases\44OP-200081_Intel_AN4C_3A\JobDB.mdf,1.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,8.0,3.0,6.0,3.0,3.0,3.0,3.0,9.0,6.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,0.0,3.0,0.0,6.0
130,D:\Z - Saved SQL Databases\44OP-180310_SAMC_OR_Expansion\JobDB.mdf,6.0,99.0,0.0,0.0,46.0,48.0,5.0,0.0,0.0,9.0,12.0,6.0,2.0,8.0,8.0,7.0,9.0,8.0,9.0,14.0,5.0,2.0,2.0,2.0,2.0,9.0,3.0,5.0,1.0,2.0,4.0,0.0,5.0,0.0,5.0
131,D:\Z - Saved SQL Databases\44OP-197265_Baylor_Martin_Dorm\JobDB.mdf,18.0,144.0,0.0,2.0,137.0,5.0,0.0,0.0,0.0,14.0,4.0,4.0,25.0,4.0,4.0,4.0,4.0,14.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,9.0,0.0,2.0,2.0,0.0,8.0,0.0,24.0
132,D:\Z - Saved SQL Databases\44OP-180163_Baylor_Penland_Dining_RTU2\JobDB.mdf,3.0,49.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,8.0,5.0,10.0,2.0,2.0,2.0,2.0,2.0,8.0,3.0,8.0,2.0,2.0,11.0,0.0,2.0,0.0,11.0
133,D:\Z - Saved SQL Databases\44OP-187918_UT_TNH_HVAC_Proj_Ph_3\JobDB.mdf,7.0,114.0,0.0,0.0,95.0,16.0,3.0,0.0,0.0,9.0,8.0,3.0,2.0,5.0,5.0,4.0,5.0,7.0,5.0,15.0,3.0,2.0,2.0,2.0,2.0,8.0,3.0,13.0,1.0,2.0,12.0,0.0,3.0,0.0,15.0
134,D:\Z - Saved SQL Databases\44OP-209898 Deloitte 15_16 Floor\JobDB.mdf,3.0,12.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,D:\Z - Saved SQL Databases\44OP-182498_TXSU_Alkek\JobDB.mdf,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,D:\Z - Saved SQL Databases\44OP-184168_TFC_TCEQ_Park_35\JobDB.mdf,25.0,91.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,5.0,9.0,3.0,18.0,7.0,7.0,4.0,9.0,27.0,9.0,33.0,2.0,2.0,2.0,2.0,2.0,9.0,3.0,13.0,3.0,2.0,32.0,0.0,2.0,0.0,33.0
137,D:\Z - Saved SQL Databases\44OP-190124_TFC_DHOP_Central_Plant\JobDB.mdf,45.0,328.0,84.0,1.0,164.0,79.0,0.0,0.0,0.0,32.0,2.0,13.0,48.0,4.0,4.0,3.0,4.0,48.0,35.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,19.0,0.0,2.0,2.0,0.0,7.0,0.0,34.0
138,D:\Z - Saved SQL Databases\44OP-195514_Seton_HL_Surgery_Reno\JobDB.mdf,5.0,98.0,0.0,0.0,78.0,20.0,0.0,0.0,0.0,9.0,13.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,13.0,2.0,2.0,2.0,2.0,2.0,13.0,3.0,7.0,9.0,2.0,2.0,0.0,3.0,0.0,10.0
139,D:\Z - Saved SQL Databases\44OP-179185_ACC_Highland_Reno\JobDB.mdf,22.0,44.0,0.0,2.0,34.0,8.0,0.0,0.0,0.0,3.0,4.0,3.0,19.0,3.0,3.0,3.0,3.0,28.0,22.0,30.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,21.0,2.0,3.0,0.0,4.0,0.0,17.0
140,D:\Z - Saved SQL Databases\44OP-211276_TXSU_UEC_Strahan\JobDB.mdf,128.0,368.0,11.0,6.0,0.0,0.0,0.0,836.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,D:\Z - Saved SQL Databases\44OP-207233_SAMC_ED\JobDB.mdf,8.0,7.0,0.0,0.0,0.0,0.0,0.0,44.0,,3.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,0.0,3.0,0.0,9.0
142,D:\Z - Saved SQL Databases\44OP-173378_TFC_IAQ_P35-D\JobDB.mdf,15.0,9.0,0.0,0.0,0.0,0.0,0.0,41.0,,6.0,20.0,3.0,20.0,6.0,3.0,3.0,3.0,20.0,18.0,20.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,0.0,6.0,0.0,14.0
143,D:\Z - Saved SQL Databases\44OP-195448_UTRGV_BV_Academic\JobDB.mdf,58.0,18.0,0.0,0.0,0.0,0.0,0.0,217.0,,21.0,5.0,5.0,38.0,3.0,5.0,3.0,5.0,3.0,21.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,6.0,0.0,2.0,4.0,0.0,8.0,0.0,13.0
144,D:\Z - Saved SQL Databases\44OP-190763_TXSU_Strahan_AHU12\JobDB.mdf,9.0,11.0,0.0,0.0,0.0,0.0,0.0,27.0,,4.0,9.0,4.0,9.0,3.0,3.0,3.0,3.0,3.0,4.0,8.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,9.0
145,D:\Z - Saved SQL Databases\44OP-208376_TFC_WBT_DM_2016\JobDB.mdf,128.0,64.0,1.0,140.0,2.0,17.0,0.0,946.0,,76.0,45.0,5.0,67.0,6.0,6.0,6.0,7.0,33.0,63.0,122.0,2.0,2.0,2.0,2.0,2.0,14.0,3.0,4.0,5.0,2.0,2.0,0.0,5.0,0.0,109.0
