,DBPath,correct_k,optk_MDS_gap_max,optk_MDS_gap_Tib,optk_MDS_gap*_max,optk_X_gap_max,optk_X_gap_Tib,optk_X_gap*_max,n_points,n_len1,n_len2,n_len3,n_len4,n_len5,n_len6,n_len7
126,D:\Z - Saved SQL Databases\44OP-173377_TFC_IAQ_P35-E\JobDB.mdf,12.0,7.0,2.0,28.0,6.0,2.0,6.0,33.0,0.0,0.0,9.0,24.0,0.0,0.0,0.0
127,D:\Z - Saved SQL Databases\44OP-175775_CCMC_Doctors_Regional\JobDB.mdf,6.0,14.0,2.0,27.0,22.0,2.0,8.0,133.0,0.0,115.0,18.0,0.0,0.0,0.0,0.0
128,D:\Z - Saved SQL Databases\44OP-173466_TFC_IAQ_DSHS_DHT\JobDB.mdf,5.0,14.0,2.0,15.0,5.0,2.0,4.0,39.0,0.0,0.0,3.0,36.0,0.0,0.0,0.0
129,D:\Z - Saved SQL Databases\44OP-200081_Intel_AN4C_3A\JobDB.mdf,1.0,1.0,1.0,9.0,1.0,1.0,1.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
130,D:\Z - Saved SQL Databases\44OP-180310_SAMC_OR_Expansion\JobDB.mdf,6.0,10.0,3.0,32.0,6.0,3.0,3.0,99.0,0.0,0.0,46.0,48.0,5.0,0.0,0.0
131,D:\Z - Saved SQL Databases\44OP-197265_Baylor_Martin_Dorm\JobDB.mdf,18.0,27.0,3.0,30.0,24.0,3.0,8.0,144.0,0.0,2.0,137.0,5.0,0.0,0.0,0.0
132,D:\Z - Saved SQL Databases\44OP-180163_Baylor_Penland_Dining_RTU2\JobDB.mdf,3.0,2.0,1.0,11.0,1.0,1.0,1.0,49.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0
133,D:\Z - Saved SQL Databases\44OP-187918_UT_TNH_HVAC_Proj_Ph_3\JobDB.mdf,7.0,27.0,3.0,31.0,29.0,3.0,6.0,114.0,0.0,0.0,95.0,16.0,3.0,0.0,0.0
134,D:\Z - Saved SQL Databases\44OP-209898 Deloitte 15_16 Floor\JobDB.mdf,3.0,7.0,1.0,10.0,3.0,1.0,3.0,12.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0
135,D:\Z - Saved SQL Databases\44OP-182498_TXSU_Alkek\JobDB.mdf,4.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
136,D:\Z - Saved SQL Databases\44OP-184168_TFC_TCEQ_Park_35\JobDB.mdf,25.0,26.0,1.0,33.0,29.0,1.0,2.0,91.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0
137,D:\Z - Saved SQL Databases\44OP-190124_TFC_DHOP_Central_Plant\JobDB.mdf,45.0,63.0,3.0,157.0,79.0,3.0,4.0,328.0,84.0,1.0,164.0,79.0,0.0,0.0,0.0
138,D:\Z - Saved SQL Databases\44OP-195514_Seton_HL_Surgery_Reno\JobDB.mdf,5.0,24.0,2.0,25.0,21.0,2.0,4.0,98.0,0.0,0.0,78.0,20.0,0.0,0.0,0.0
139,D:\Z - Saved SQL Databases\44OP-179185_ACC_Highland_Reno\JobDB.mdf,22.0,24.0,4.0,41.0,15.0,3.0,3.0,44.0,0.0,2.0,34.0,8.0,0.0,0.0,0.0
